,ndc_description_agg
16334,FLUOROURACIL 2.5GM/50ML (50MG/ML) INJECTION
16335,FLUOROURACIL 5GM/100ML (50MG/ML) INJECTION
16336,FLUOROURACIL 500MG/10ML (50MG/ML) INJECTION
16337,FLUOROURACIL 2.5GM/50ML (50MG/ML) INJECTION
16338,FLUOROURACIL 5GM/100ML (50MG/ML) INJECTION
16339,FLUOROURACIL 50MG/ML INJECTION
16340,FLUOROURACIL 50MG/ML INJECTION
16341,FLUOROURACIL 50MG/ML INJECTION
16342,FLUOROURACIL 2.5GM/50ML (50MG/ML) INJECTION
16343,FLUOROURACIL 50MG/ML INJECTION
16344,FLUOROURACIL 500MG/10ML (50MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16345,FLUOROURACIL 2.5GM/50ML (50MG/ML) INJECTION
16346,FLUOROURACIL 5GM/100ML (50MG/ML) INJECTION
16347,FLUOROURACIL 500MG/10ML (50MG/ML) INJECTION
16348,FLUPHENAZINE DECANOATE 25MG/ML INJECTION
16349,FLUPHENAZINE DECANOATE 25MG/ML INJECTION
16350,FLUPHENAZINE DECANOATE 25MG/ML INJECTION
16351,FLUPHENAZINE DECANOATE 25MG/ML INJECTION
16352,FLUPHENAZINE DECANOATE 25MG/ML INJECTION
16353,FLUPHENAZINE DECANOATE 25MG/ML INJECTION
16354,FLUPHENAZINE DECANOATE 25MG/ML INJECTION
16355,FLUPHENAZINE HYDROCHLORIDE 2.5MG/ML INJECTION
16356,FOLEX EQ 25MG BASE/VIAL INJECTION
16357,FOLEX EQ 50MG BASE/VIAL INJECTION
16358,FOLEX EQ 100MG BASE/VIAL INJECTION
16359,FOLEX EQ 250MG BASE/VIAL INJECTION
16360,FOLEX PFS EQ 25MG BASE/ML INJECTION
16361,FOLEX PFS EQ 25MG BASE/ML INJECTION
16362,FOLIC ACID 5MG/ML INJECTION
16363,FOLIC ACID 5MG/ML INJECTION
16364,"FOLLUTEIN 10,000 UNITS/VIAL INJECTION"
16365,FOLVITE 5MG/ML INJECTION
16366,FOMEPIZOLE 1.5GM/1.5ML (1GM/ML) INJECTION
16367,FOMEPIZOLE 1.5GM/1.5ML (1GM/ML) INJECTION
16368,FOMEPIZOLE 1.5GM/1.5ML (1GM/ML) INJECTION
16369,FOMEPIZOLE 1.5GM/1.5ML (1GM/ML) INJECTION
16370,FORTAZ 1GM/VIAL INJECTION
16371,FORTAZ 2GM/VIAL INJECTION
16372,FORTAZ 6GM/VIAL INJECTION
16373,FORTAZ 500MG/VIAL INJECTION
16374,FORTAZ IN PLASTIC CONTAINER EQ 10MG BASE/ML INJECTION
16375,FORTAZ IN PLASTIC CONTAINER EQ 20MG BASE/ML INJECTION
16376,FORTAZ IN PLASTIC CONTAINER EQ 40MG BASE/ML INJECTION
16377,FOSCARNET SODIUM 2.4GM/100ML INJECTION
16378,FOSCAVIR 2.4GM/100ML INJECTION
16379,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16380,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16381,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16382,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16383,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16384,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16385,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16386,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16387,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16388,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16389,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16390,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16391,FOSPHENYTOIN SODIUM EQ 50MG PHENYTOIN NA/ML INJECTION
16392,"FRAGMIN 7,500 IU/0.75ML INJECTION"
16393,FREAMINE 8.5% 8.5% (8.5GM/100ML) INJECTION
16394,FREAMINE HBC 6.9% 6.9% (6.9GM/100ML) INJECTION
16395,FREAMINE II 8.5% 8.5% (8.5GM/100ML) INJECTION
16396,FREAMINE III 10% 10% (10GM/100ML) INJECTION
16397,FREAMINE III 3% W/ ELECTROLYTES 3%;54MG/100ML;40MG/100ML;150MG/100ML;200MG/100ML;120MG/100ML INJECTION
16398,FREAMINE III 8.5% 8.5% (8.5GM/100ML) INJECTION
16399,FREAMINE III 8.5% W/ ELECTROLYTES 8.5%;110MG/100ML;230MG/100ML;10MG/100ML;440MG/100ML;690MG/100ML INJECTION
16400,FUDR 500MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16401,FUNDUSCEIN-25 25% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16402,FUNGIZONE 50MG/VIAL INJECTION
16403,FUROSEMIDE 10MG/ML INJECTION
16404,FUROSEMIDE 10MG/ML INJECTION
16405,FUROSEMIDE 10MG/ML INJECTION
16406,FUROSEMIDE 10MG/ML INJECTION
16407,FUROSEMIDE 10MG/ML INJECTION
16408,FUROSEMIDE 10MG/ML INJECTION
16409,FUROSEMIDE 10MG/ML INJECTION
16410,FUROSEMIDE 10MG/ML INJECTION
16411,FUROSEMIDE 10MG/ML INJECTION
16412,FUROSEMIDE 10MG/ML INJECTION
16413,FUROSEMIDE 10MG/ML INJECTION
16414,FUROSEMIDE 10MG/ML INJECTION
16415,FUROSEMIDE 10MG/ML INJECTION
16416,FUROSEMIDE 10MG/ML INJECTION
16417,FUROSEMIDE 10MG/ML INJECTION
16418,FUROSEMIDE 10MG/ML INJECTION
16419,FUROSEMIDE 10MG/ML INJECTION
16420,FUROSEMIDE 10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16421,FUROSEMIDE 10MG/ML INJECTION
16422,FUROSEMIDE 10MG/ML INJECTION
16423,FUROSEMIDE 10MG/ML INJECTION
16424,FUROSEMIDE 10MG/ML INJECTION
16425,FUROSEMIDE 10MG/ML INJECTION
16426,FUROSEMIDE 10MG/ML INJECTION
16427,FUROSEMIDE 10MG/ML INJECTION
16428,FUROSEMIDE 10MG/ML INJECTION
16429,FUROSEMIDE 10MG/ML INJECTION
16430,FUROSEMIDE 10MG/ML INJECTION
16431,GALLIUM CITRATE GA 67 2mCi/ML INJECTION
16432,GALLIUM CITRATE GA 67 1mCi/ML INJECTION
16433,GALLIUM CITRATE GA 67 2mCi/ML INJECTION
16434,GANCICLOVIR EQ 500MG BASE/VIAL INJECTION
16435,GANCICLOVIR EQ 500MG BASE/VIAL INJECTION
16436,GANCICLOVIR EQ 500MG BASE/VIAL INJECTION
16437,GANCICLOVIR EQ 500MG BASE/VIAL INJECTION
16438,GANCICLOVIR EQ 500MG BASE/VIAL INJECTION
16439,GANCICLOVIR SODIUM EQ 500MG BASE/VIAL INJECTION
16440,GANCICLOVIR SODIUM EQ 500MG BASE/VIAL INJECTION
16441,GANCICLOVIR SODIUM EQ 500MG BASE/VIAL INJECTION
16442,GANIRELIX ACETATE 250MCG/0.5ML INJECTION
16443,GANIRELIX ACETATE 250MCG/0.5ML INJECTION
16444,GANITE 25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16445,GANTRISIN EQ 400MG BASE/ML INJECTION
16446,GARAMYCIN EQ 1MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16447,GARAMYCIN EQ 10MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16448,GARAMYCIN EQ 40MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16449,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16450,GEMCITABINE HYDROCHLORIDE EQ 2GM BASE/VIAL INJECTION
16451,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16452,GEMCITABINE HYDROCHLORIDE 1GM/26.3ML (38MG/ML) INJECTION
16453,GEMCITABINE HYDROCHLORIDE 2GM/52.6ML (38MG/ML) INJECTION
16454,GEMCITABINE HYDROCHLORIDE 200MG/5.26ML (38MG/ML) INJECTION
16455,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16456,GEMCITABINE HYDROCHLORIDE EQ 2GM BASE/VIAL INJECTION
16457,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16458,GEMCITABINE HYDROCHLORIDE 1GM/26.3ML (38MG/ML) INJECTION
16459,GEMCITABINE HYDROCHLORIDE 2GM/52.6ML (38MG/ML) INJECTION
16460,GEMCITABINE HYDROCHLORIDE 200MG/5.26ML (38MG/ML) INJECTION
16461,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16462,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16463,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16464,GEMCITABINE HYDROCHLORIDE EQ 2GM BASE/VIAL INJECTION
16465,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16466,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16467,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16468,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16469,GEMCITABINE HYDROCHLORIDE EQ 2GM BASE/VIAL INJECTION
16470,GEMCITABINE HYDROCHLORIDE EQ 2GM BASE/VIAL INJECTION
16471,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16472,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16473,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16474,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16475,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16476,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16477,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16478,GEMCITABINE HYDROCHLORIDE 1GM/26.3ML (38MG/ML) INJECTION
16479,GEMCITABINE HYDROCHLORIDE EQ 2GM BASE/VIAL INJECTION
16480,GEMCITABINE HYDROCHLORIDE 2GM/52.6ML (38MG/ML) INJECTION
16481,GEMCITABINE HYDROCHLORIDE 200MG/5.26ML (38MG/ML) INJECTION
16482,GEMCITABINE HYDROCHLORIDE 1GM/26.3ML (38MG/ML) INJECTION
16483,GEMCITABINE HYDROCHLORIDE 2GM/52.6ML (38MG/ML) INJECTION
16484,GEMCITABINE HYDROCHLORIDE 200MG/5.26ML (38MG/ML) INJECTION
16485,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16486,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16487,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16488,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16489,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16490,GEMCITABINE HYDROCHLORIDE 1GM/26.3ML (38MG/ML) INJECTION
16491,GEMCITABINE HYDROCHLORIDE EQ 2GM BASE/VIAL INJECTION
16492,GEMCITABINE HYDROCHLORIDE 2GM/52.6ML (38MG/ML) INJECTION
16493,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16494,GEMCITABINE HYDROCHLORIDE 200MG/5.26ML (38MG/ML) INJECTION
16495,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16496,GEMCITABINE HYDROCHLORIDE 1GM/26.3ML (38MG/ML) INJECTION
16497,GEMCITABINE HYDROCHLORIDE 2GM/52.6ML (38MG/ML) INJECTION
16498,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16499,GEMCITABINE HYDROCHLORIDE 200MG/5.26ML (38MG/ML) INJECTION
16500,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16501,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16502,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16503,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16504,GEMCITABINE HYDROCHLORIDE EQ 1GM BASE/VIAL INJECTION
16505,GEMCITABINE HYDROCHLORIDE EQ 200MG BASE/VIAL INJECTION
16506,GEMZAR EQ 1GM BASE/VIAL INJECTION
16507,GEMZAR EQ 200MG BASE/VIAL INJECTION
16508,GENESA 0.05MG/ML INJECTION
16509,GENOTROPIN 5.8MG/VIAL INJECTION
16510,GENOTROPIN 13.8MG/VIAL INJECTION
16511,GENOTROPIN PRESERVATIVE FREE 0.2MG/VIAL INJECTION
16512,GENOTROPIN PRESERVATIVE FREE 0.4MG/VIAL INJECTION
16513,GENOTROPIN PRESERVATIVE FREE 0.6MG/VIAL INJECTION
16514,GENOTROPIN PRESERVATIVE FREE 0.8MG/VIAL INJECTION
16515,GENOTROPIN PRESERVATIVE FREE 1MG/VIAL INJECTION
16516,GENOTROPIN PRESERVATIVE FREE 1.2MG/VIAL INJECTION
16517,GENOTROPIN PRESERVATIVE FREE 1.4MG/VIAL INJECTION
16518,GENOTROPIN PRESERVATIVE FREE 1.5MG/VIAL INJECTION
16519,GENOTROPIN PRESERVATIVE FREE 1.6MG/VIAL INJECTION
16520,GENOTROPIN PRESERVATIVE FREE 1.8MG/VIAL INJECTION
16521,GENOTROPIN PRESERVATIVE FREE 2MG/VIAL INJECTION
16522,GENTAFAIR EQ 40MG BASE/ML INJECTION
16523,GENTAMICIN EQ 1MG BASE/ML INJECTION
16524,GENTAMICIN EQ 40MG BASE/ML INJECTION
16525,GENTAMICIN EQ 100MG BASE/100ML INJECTION
16526,GENTAMICIN SULFATE EQ 1.2MG BASE/ML INJECTION
16527,GENTAMICIN SULFATE EQ 1.4MG BASE/ML INJECTION
16528,GENTAMICIN SULFATE EQ 1.6MG BASE/ML INJECTION
16529,GENTAMICIN SULFATE EQ 1.8MG BASE/ML INJECTION
16530,GENTAMICIN SULFATE EQ 2MG BASE/ML INJECTION
16531,GENTAMICIN SULFATE EQ 60MG BASE/100ML INJECTION
16532,GENTAMICIN SULFATE EQ 70MG BASE/100ML INJECTION
16533,GENTAMICIN SULFATE EQ 80MG BASE/100ML INJECTION
16534,GENTAMICIN SULFATE EQ 90MG BASE/100ML INJECTION
16535,GENTAMICIN SULFATE EQ 100MG BASE/100ML INJECTION
16536,GENTAMICIN SULFATE EQ 10MG BASE/ML INJECTION
16537,GENTAMICIN SULFATE EQ 10MG BASE/ML INJECTION
16538,GENTAMICIN SULFATE EQ 40MG BASE/ML INJECTION
16539,GENTAMICIN SULFATE EQ 40MG BASE/ML INJECTION
16540,GENTAMICIN SULFATE EQ 10MG BASE/ML INJECTION
16541,GENTAMICIN SULFATE EQ 10MG BASE/ML INJECTION
16542,GENTAMICIN SULFATE EQ 40MG BASE/ML INJECTION
16543,GENTAMICIN SULFATE EQ 40MG BASE/ML INJECTION
16544,GENTAMICIN SULFATE EQ 40MG BASE/ML INJECTION
16545,GENTAMICIN SULFATE EQ 10MG BASE/ML INJECTION
16546,GENTAMICIN SULFATE EQ 40MG BASE/ML INJECTION
16547,GENTAMICIN SULFATE EQ 10MG BASE/ML INJECTION
16548,GENTAMICIN SULFATE EQ 40MG BASE/ML INJECTION
16549,GENTAMICIN SULFATE EQ 10MG BASE/ML INJECTION
16550,GENTAMICIN SULFATE EQ 40MG BASE/ML INJECTION
16551,GENTAMICIN SULFATE EQ 10MG BASE/ML INJECTION
16552,GENTAMICIN SULFATE EQ 40MG BASE/ML INJECTION
16553,GENTAMICIN SULFATE EQ 10MG BASE/ML INJECTION
16554,GENTAMICIN SULFATE EQ 40MG BASE/ML INJECTION
16555,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 0.8MG BASE/ML INJECTION
16556,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.2MG BASE/ML INJECTION
16557,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.4MG BASE/ML INJECTION
16558,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.6MG BASE/ML INJECTION
16559,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.8MG BASE/ML INJECTION
16560,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 2MG BASE/ML INJECTION
16561,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 2.4MG BASE/ML INJECTION
16562,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 40MG BASE/100ML INJECTION
16563,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 60MG BASE/100ML INJECTION
16564,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 70MG BASE/100ML INJECTION
16565,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 80MG BASE/100ML INJECTION
16566,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 90MG BASE/100ML INJECTION
16567,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 100MG BASE/100ML INJECTION
16568,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 120MG BASE/100ML INJECTION
16569,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 0.8MG BASE/ML INJECTION
16570,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.2MG BASE/ML INJECTION
16571,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.6MG BASE/ML INJECTION
16572,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 2MG BASE/ML INJECTION
16573,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 2.4MG BASE/ML INJECTION
16574,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 40MG BASE/100ML INJECTION
16575,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 60MG BASE/100ML INJECTION
16576,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 80MG BASE/100ML INJECTION
16577,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 100MG BASE/100ML INJECTION
16578,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 120MG BASE/100ML INJECTION
16579,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.2MG BASE/ML INJECTION
16580,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.2MG BASE/ML INJECTION
16581,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.4MG BASE/ML INJECTION
16582,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.4MG BASE/ML INJECTION
16583,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.6MG BASE/ML INJECTION
16584,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.6MG BASE/ML INJECTION
16585,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.8MG BASE/ML INJECTION
16586,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 1.8MG BASE/ML INJECTION
16587,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 2MG BASE/ML INJECTION
16588,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 2MG BASE/ML INJECTION
16589,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 60MG BASE/100ML INJECTION
16590,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 60MG BASE/100ML INJECTION
16591,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 70MG BASE/100ML INJECTION
16592,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 70MG BASE/100ML INJECTION
16593,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 80MG BASE/100ML INJECTION
16594,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 80MG BASE/100ML INJECTION
16595,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 90MG BASE/100ML INJECTION
16596,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 90MG BASE/100ML INJECTION
16597,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 100MG BASE/100ML INJECTION
16598,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER EQ 100MG BASE/100ML INJECTION
16599,GEOPEN EQ 1GM BASE/VIAL INJECTION
16600,GEOPEN EQ 2GM BASE/VIAL INJECTION
16601,GEOPEN EQ 5GM BASE/VIAL INJECTION
16602,GEOPEN EQ 10GM BASE/VIAL INJECTION
16603,GEOPEN EQ 30GM BASE/VIAL INJECTION
16604,GEREF EQ 0.05MG BASE/AMP **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16605,GEREF EQ 0.5MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16606,GEREF EQ 1MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16607,GLOFIL-125 250-300uCi/ML INJECTION
16608,GLUCAGEN EQ 1MG BASE/VIAL INJECTION
16609,GLUCAGON EQ 1MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16610,GLUCAGON 1MG/VIAL INJECTION
16611,GLUCAGON EQ 10MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** INJECTION
16612,
16613,GLYCOPYRROLATE 0.2MG/ML INJECTION
16614,GLYCOPYRROLATE 0.2MG/ML INJECTION
16615,GLYCOPYRROLATE 0.2MG/ML INJECTION
16616,GLYCOPYRROLATE 0.2MG/ML INJECTION
16617,GLYCOPYRROLATE 0.2MG/ML INJECTION
16618,GLYCOPYRROLATE 0.2MG/ML INJECTION
16619,GLYCOPYRROLATE 0.2MG/ML INJECTION
16620,GLYCOPYRROLATE 0.2MG/ML INJECTION
16621,GLYCOPYRROLATE 0.2MG/ML INJECTION
16622,GLYCOPYRROLATE 0.2MG/ML INJECTION
16623,GLYCOPYRROLATE 0.2MG/ML INJECTION
16624,GLYCOPYRROLATE 0.2MG/ML INJECTION
16625,GLYCOPYRROLATE 0.2MG/ML INJECTION
16626,GLYCOPYRROLATE 0.2MG/ML INJECTION
16627,GLYCOPYRROLATE 0.2MG/ML INJECTION
16628,GRANISETRON HYDROCHLORIDE EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML) INJECTION
16629,GRANISETRON HYDROCHLORIDE EQ 1MG BASE/ML (EQ 1MG BASE/ML) INJECTION
16630,GRANISETRON HYDROCHLORIDE EQ 4MG BASE/4ML (EQ 1MG BASE/ML) INJECTION
16631,GRANISETRON HYDROCHLORIDE EQ 1MG BASE/ML (EQ 1MG BASE/ML) INJECTION
16632,GRANISETRON HYDROCHLORIDE EQ 4MG BASE/4ML (EQ 1MG BASE/ML) INJECTION
16633,GRANISETRON HYDROCHLORIDE EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML) INJECTION
16634,GRANISETRON HYDROCHLORIDE EQ 1MG BASE/ML (EQ 1MG BASE/ML) INJECTION
16635,GRANISETRON HYDROCHLORIDE EQ 4MG BASE/4ML (EQ 1MG BASE/ML) INJECTION
16636,GRANISETRON HYDROCHLORIDE EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML) INJECTION
16637,GRANISETRON HYDROCHLORIDE EQ 4MG BASE/4ML (EQ 1MG BASE/ML) INJECTION
16638,GRANISETRON HYDROCHLORIDE EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML) INJECTION
16639,GRANISETRON HYDROCHLORIDE EQ 1MG BASE/ML (EQ 1MG BASE/ML) INJECTION
16640,GRANISETRON HYDROCHLORIDE EQ 4MG BASE/4ML (EQ 1MG BASE/ML) INJECTION
16641,GRANISETRON HYDROCHLORIDE EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML) INJECTION
16642,GRANISETRON HYDROCHLORIDE EQ 4MG BASE/4ML (EQ 1MG BASE/ML) INJECTION
16643,GRANISETRON HYDROCHLORIDE EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML) INJECTION
16644,GRANISETRON HYDROCHLORIDE EQ 4MG BASE/4ML (EQ 1MG BASE/ML) INJECTION
16645,GRANISETRON HYDROCHLORIDE EQ 1MG BASE/ML (EQ 1MG BASE/ML) INJECTION
16646,GRANISETRON HYDROCHLORIDE EQ 4MG BASE/4ML (EQ 1MG BASE/ML) INJECTION
16647,GRANISETRON HYDROCHLORIDE EQ 1MG BASE/ML (EQ 1MG BASE/ML) INJECTION
16648,GRANISETRON HYDROCHLORIDE EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML) INJECTION
16649,GRANISETRON HYDROCHLORIDE EQ 1MG BASE/ML (EQ 1MG BASE/ML) INJECTION
16650,GRANISETRON HYDROCHLORIDE EQ 4MG BASE/4ML (EQ 1MG BASE/ML) INJECTION
16651,GRANISETRON HYDROCHLORIDE EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML) INJECTION
16652,GRANISETRON HYDROCHLORIDE EQ 1MG BASE/ML (EQ 1MG BASE/ML) INJECTION
16653,GRANISETRON HYDROCHLORIDE EQ 4MG BASE/4ML (EQ 1MG BASE/ML) INJECTION
16654,GRANISETRON HYDROCHLORIDE EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML) INJECTION
16655,GRANISETRON HYDROCHLORIDE EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML) INJECTION
16656,GRANISETRON HYDROCHLORIDE EQ 1MG BASE/ML (EQ 1MG BASE/ML) INJECTION
16657,GRANISETRON HYDROCHLORIDE EQ 1MG BASE/ML (EQ 1MG BASE/ML) INJECTION
